candidate_phrase,normalized_phrase,query,occurrence_count,source_count,evidence_id,source_id,source_title,author,page_number,heading,matched_raw_terms,matched_registered_terms,proximity_reason,first_seen_at,status
original sin is a,original sin is a,original sin,2,2,AQUINAS_NATURE_GRACE_EVID_00128_BODY_01,AQUINAS_NATURE_GRACE,Nature and Grace: Selections from the Summa Theologica of Thomas Aquinas,Thomas Aquinas,128,Art. 1: Whether Original Sin is a Habit,original; sin,original sin; sin,original~original sin in heading (0); original~sin in heading (1); sin~original sin in heading (0); original~original sin in body (0),2026-09-04T17:19:48.899911+00:00,pending
original sin is in,original sin is in,original sin,2,2,AQUINAS_SUMMA_EVID_02339_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2339,Article. 2 - Whether original sin is in the essence of the soul rather than in the powers?,original; sin,original sin; sin,original~original sin in heading (0); original~sin in heading (1); sin~original sin in heading (0); original~original sin in body (0),2026-09-04T17:19:48.899911+00:00,pending
original sins in,original sins in,original sin,2,2,AQUINAS_NATURE_GRACE_EVID_00130_BODY_01,AQUINAS_NATURE_GRACE,Nature and Grace: Selections from the Summa Theologica of Thomas Aquinas,Thomas Aquinas,130,Art. 2: Whether there are Many Original Sins in One Man,original; sin,original sin; sin,original~original sin in heading (0); original~sin in heading (1); sin~original sin in heading (0); original~original sin in body (0),2026-09-04T17:19:48.899911+00:00,pending
original sins in one,original sins in one,original sin,2,2,AQUINAS_NATURE_GRACE_EVID_00130_BODY_01,AQUINAS_NATURE_GRACE,Nature and Grace: Selections from the Summa Theologica of Thomas Aquinas,Thomas Aquinas,130,Art. 2: Whether there are Many Original Sins in One Man,original; sin,original sin; sin,original~original sin in heading (0); original~sin in heading (1); sin~original sin in heading (0); original~original sin in body (0),2026-09-04T17:19:48.899911+00:00,pending
whether original sin is a,whether original sin is a,original sin,2,2,AQUINAS_NATURE_GRACE_EVID_00128_BODY_01,AQUINAS_NATURE_GRACE,Nature and Grace: Selections from the Summa Theologica of Thomas Aquinas,Thomas Aquinas,128,Art. 1: Whether Original Sin is a Habit,original; sin,original sin; sin,original~original sin in heading (0); original~sin in heading (1); sin~original sin in heading (0); original~original sin in body (0),2026-09-04T17:19:48.899911+00:00,pending
whether original sin is in,whether original sin is in,original sin,2,2,AQUINAS_SUMMA_EVID_02339_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,2339,Article. 2 - Whether original sin is in the essence of the soul rather than in the powers?,original; sin,original sin; sin,original~original sin in heading (0); original~sin in heading (1); sin~original sin in heading (0); original~original sin in body (0),2026-09-04T17:19:48.899911+00:00,pending
and the holy spirit,and the holy spirit,relationship between three persons in trinity,2,2,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00075_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,75,VIII. The Holy Trinity,persons; three; trinity,deity; essence; father; holy spirit; holy trinity; three persons; trinity; unity of god,three~three persons in body (0); three~trinity in body (165); persons~three persons in body (0); persons~trinity in body (13),2026-09-04T17:19:48.899911+00:00,pending
of the three persons,of the three persons,relationship between three persons in trinity,2,2,AQUINAS_SUMMA_EVID_00590_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,590,Article. 3 - Whether essential names should be predicated in the singular of the three persons?,persons; three; trinity,deity; essence; father; holy ghost; substance; three persons; trinity,three~three persons in heading (0); three~trinity in heading (49); persons~three persons in heading (0); persons~trinity in heading (37),2026-09-04T17:19:48.899911+00:00,pending
animals the hex,animals the hex,Animal soul,2,1,NPNF2_08_EVID_00351_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,351,The creation of fowl and water animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
animals the hex meron,animals the hex meron,Animal soul,2,1,NPNF2_08_EVID_00351_BODY_01,NPNF2_08,NPNF2-08. Basil: Letters and Select Works,Basil of Caesarea,351,The creation of fowl and water animals.,animal; soul,soul,animal~soul in body (67),2026-09-04T17:19:48.899911+00:00,pending
besides the intellectual soul there,besides the intellectual soul there,Animal soul,2,1,AQUINAS_SUMMA_EVID_00988_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,988,Article. 3 - Whether besides the intellectual soul there are in man other souls essentially different from one another?,animal; soul,soul,animal~soul in body (6),2026-09-04T17:19:48.899911+00:00,pending
in man other souls,in man other souls,Animal soul,2,1,AQUINAS_SUMMA_EVID_00988_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,988,Article. 3 - Whether besides the intellectual soul there are in man other souls essentially different from one another?,animal; soul,soul,animal~soul in body (6),2026-09-04T17:19:48.899911+00:00,pending
in man other souls essentially,in man other souls essentially,Animal soul,2,1,AQUINAS_SUMMA_EVID_00988_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,988,Article. 3 - Whether besides the intellectual soul there are in man other souls essentially different from one another?,animal; soul,soul,animal~soul in body (6),2026-09-04T17:19:48.899911+00:00,pending
intellectual soul is,intellectual soul is,Animal soul,2,1,AQUINAS_SUMMA_EVID_01435_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1435,Article. 2 - Whether the intellectual soul is produced from the semen?,animal; soul,soul,animal~soul in body (28),2026-09-04T17:19:48.899911+00:00,pending
intellectual soul is produced,intellectual soul is produced,Animal soul,2,1,AQUINAS_SUMMA_EVID_01435_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1435,Article. 2 - Whether the intellectual soul is produced from the semen?,animal; soul,soul,animal~soul in body (28),2026-09-04T17:19:48.899911+00:00,pending
intellectual soul is produced from,intellectual soul is produced from,Animal soul,2,1,AQUINAS_SUMMA_EVID_01435_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1435,Article. 2 - Whether the intellectual soul is produced from the semen?,animal; soul,soul,animal~soul in body (28),2026-09-04T17:19:48.899911+00:00,pending
sensitive soul is,sensitive soul is,Animal soul,2,1,AQUINAS_SUMMA_EVID_01432_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1432,Article. 1 - Whether the sensitive soul is transmitted with the semen?,animal; soul,soul,animal~soul in body (5),2026-09-04T17:19:48.899911+00:00,pending
sensitive soul is transmitted,sensitive soul is transmitted,Animal soul,2,1,AQUINAS_SUMMA_EVID_01432_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1432,Article. 1 - Whether the sensitive soul is transmitted with the semen?,animal; soul,soul,animal~soul in body (5),2026-09-04T17:19:48.899911+00:00,pending
sensitive soul is transmitted with,sensitive soul is transmitted with,Animal soul,2,1,AQUINAS_SUMMA_EVID_01432_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1432,Article. 1 - Whether the sensitive soul is transmitted with the semen?,animal; soul,soul,animal~soul in body (5),2026-09-04T17:19:48.899911+00:00,pending
soul is produced,soul is produced,Animal soul,2,1,AQUINAS_SUMMA_EVID_01435_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1435,Article. 2 - Whether the intellectual soul is produced from the semen?,animal; soul,soul,animal~soul in body (28),2026-09-04T17:19:48.899911+00:00,pending
soul is transmitted,soul is transmitted,Animal soul,2,1,AQUINAS_SUMMA_EVID_01432_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1432,Article. 1 - Whether the sensitive soul is transmitted with the semen?,animal; soul,soul,animal~soul in body (5),2026-09-04T17:19:48.899911+00:00,pending
the intellectual soul is,the intellectual soul is,Animal soul,2,1,AQUINAS_SUMMA_EVID_01435_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1435,Article. 2 - Whether the intellectual soul is produced from the semen?,animal; soul,soul,animal~soul in body (28),2026-09-04T17:19:48.899911+00:00,pending
the sensitive soul,the sensitive soul,Animal soul,2,1,AQUINAS_SUMMA_EVID_01432_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1432,Article. 1 - Whether the sensitive soul is transmitted with the semen?,animal; soul,soul,animal~soul in body (5),2026-09-04T17:19:48.899911+00:00,pending
the sensitive soul is,the sensitive soul is,Animal soul,2,1,AQUINAS_SUMMA_EVID_01432_BODY_01,AQUINAS_SUMMA,Summa Theologica,Thomas Aquinas,1432,Article. 1 - Whether the sensitive soul is transmitted with the semen?,animal; soul,soul,animal~soul in body (5),2026-09-04T17:19:48.899911+00:00,pending
image of god free,image of god free,image of God,2,1,CALVIN_INSTITUTES_EVID_00171_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,171,CHAPTER 15. - STATE IN WHICH MAN WAS CREATED. THE FACULTIES OF THE SOUL—THE IMAGE OF GOD—FREE WILL—ORIGINAL RIGHTEOUSNESS,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
image of god free will,image of god free will,image of God,2,1,CALVIN_INSTITUTES_EVID_00171_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,171,CHAPTER 15. - STATE IN WHICH MAN WAS CREATED. THE FACULTIES OF THE SOUL—THE IMAGE OF GOD—FREE WILL—ORIGINAL RIGHTEOUSNESS,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
man as the image,man as the image,image of God,2,1,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00197_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,197,III. Man as the Image of God,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
man as the image of,man as the image of,image of God,2,1,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00197_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,197,III. Man as the Image of God,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
of god free,of god free,image of God,2,1,CALVIN_INSTITUTES_EVID_00171_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,171,CHAPTER 15. - STATE IN WHICH MAN WAS CREATED. THE FACULTIES OF THE SOUL—THE IMAGE OF GOD—FREE WILL—ORIGINAL RIGHTEOUSNESS,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
of god free will,of god free will,image of God,2,1,CALVIN_INSTITUTES_EVID_00171_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,171,CHAPTER 15. - STATE IN WHICH MAN WAS CREATED. THE FACULTIES OF THE SOUL—THE IMAGE OF GOD—FREE WILL—ORIGINAL RIGHTEOUSNESS,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
of god in,of god in,image of God,2,1,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY_EVID_00196_BODY_01,LOUIS_BERKHOF_SYSTEMATICTHEOLOGY,Systematic Theology,Louis Berkhof,196,III. Man as the Image of God,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
soul the image of,soul the image of,image of God,2,1,CALVIN_INSTITUTES_EVID_00171_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,171,CHAPTER 15. - STATE IN WHICH MAN WAS CREATED. THE FACULTIES OF THE SOUL—THE IMAGE OF GOD—FREE WILL—ORIGINAL RIGHTEOUSNESS,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
soul the image of god,soul the image of god,image of God,2,1,CALVIN_INSTITUTES_EVID_00171_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,171,CHAPTER 15. - STATE IN WHICH MAN WAS CREATED. THE FACULTIES OF THE SOUL—THE IMAGE OF GOD—FREE WILL—ORIGINAL RIGHTEOUSNESS,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
the image of god free,the image of god free,image of God,2,1,CALVIN_INSTITUTES_EVID_00171_BODY_01,CALVIN_INSTITUTES,The Institutes of the Christian Religion,John Calvin,171,CHAPTER 15. - STATE IN WHICH MAN WAS CREATED. THE FACULTIES OF THE SOUL—THE IMAGE OF GOD—FREE WILL—ORIGINAL RIGHTEOUSNESS,god; image,god; image of god,image~image of god in heading (0); image~god in heading (4); god~image of god in heading (0); image~image of god in body (0),2026-09-04T17:19:48.899911+00:00,pending
how those who live,how those who live,live under law,2,1,NPNF2_11_EVID_01338_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,1338,Chapter V. How those who live under the grace of the Gospel ought to go beyond the requirement of the law.,law; live,law,live~law in heading (73); live~law in body (73),2026-09-04T17:19:48.899911+00:00,pending
how those who live under,how those who live under,live under law,2,1,NPNF2_11_EVID_01338_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,1338,Chapter V. How those who live under the grace of the Gospel ought to go beyond the requirement of the law.,law; live,law,live~law in heading (73); live~law in body (73),2026-09-04T17:19:48.899911+00:00,pending
live under the grace,live under the grace,live under law,2,1,NPNF2_11_EVID_01338_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,1338,Chapter V. How those who live under the grace of the Gospel ought to go beyond the requirement of the law.,law; live,law,live~law in heading (73); live~law in body (73),2026-09-04T17:19:48.899911+00:00,pending
requirement of the law,requirement of the law,live under law,2,1,NPNF2_11_EVID_01338_BODY_01,NPNF2_11,"NPNF-211. Sulpitius Severus, Vincent of Lerins, John Cassian",John Cassian,1338,Chapter V. How those who live under the grace of the Gospel ought to go beyond the requirement of the law.,law; live,law,live~law in heading (73); live~law in body (73),2026-09-04T17:19:48.899911+00:00,pending
